Model_family,Model_name,Extraction_name,Focal Metric,Control1,Control2,Ethnicity Control,Effect,Effect1,Effect 2,Parameter1,Parameter1_index,Parameter2,Parameter2_index,Comparison_type
Model1,m1_Hrs_Sport,m1_Hrs_Sport___RunM.RunF,Hrs_Sport,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___RunM.RunF,Hrs_Sport,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbM.ClimbF,Hrs_Sport,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbM.ClimbF,Hrs_Sport,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbM.RunM,Hrs_Sport,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbM.RunM,Hrs_Sport,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbF.RunF,Hrs_Sport,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbF.RunF,Hrs_Sport,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___RunM,Exp_yrs,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___RunM,Exp_yrs,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbM,Exp_yrs,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbM,Exp_yrs,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___RunF,Exp_yrs,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___RunF,Exp_yrs,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbF,Exp_yrs,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbF,Exp_yrs,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___RunM.RunF,Exp_yrs,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___RunM.RunF,Exp_yrs,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbM.ClimbF,Exp_yrs,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbM.ClimbF,Exp_yrs,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbM.RunM,Exp_yrs,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbM.RunM,Exp_yrs,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbF.RunF,Exp_yrs,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbF.RunF,Exp_yrs,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
