Model_family,Model_name,Extraction_name,Focal Metric,Control1,Control2,Ethnicity Control,Effect,Effect1,Effect 2,Parameter1,Parameter1_index,Parameter2,Parameter2_index,Comparison_type
Model1,m1_Tibia,m1_Tibia___ClimbM.RunM,Tibia,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Tibia.Eth,m1_Tibia.Eth___ClimbM.RunM,Tibia,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Tibia.Stature,m1_Tibia.Stature___ClimbM.RunM,Tibia,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Tibia.Stature.Eth,m1_Tibia.Stature.Eth___ClimbM.RunM,Tibia,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Tibia.Femur,m1_Tibia.Femur___ClimbM.RunM,Tibia,Femur,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Tibia.Femur.Eth,m1_Tibia.Femur.Eth___ClimbM.RunM,Tibia,Femur,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Tibia,m1_Tibia___ClimbF.RunF,Tibia,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Tibia.Eth,m1_Tibia.Eth___ClimbF.RunF,Tibia,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Tibia.Stature,m1_Tibia.Stature___ClimbF.RunF,Tibia,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Tibia.Stature.Eth,m1_Tibia.Stature.Eth___ClimbF.RunF,Tibia,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Tibia.Femur,m1_Tibia.Femur___ClimbF.RunF,Tibia,Femur,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Tibia.Femur.Eth,m1_Tibia.Femur.Eth___ClimbF.RunF,Tibia,Femur,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Arm,m1_Arm___RunM,Arm,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Arm.Eth,m1_Arm.Eth___RunM,Arm,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Arm.Stature,m1_Arm.Stature___RunM,Arm,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___RunM,Arm,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Arm.Leg,m1_Arm.Leg___RunM,Arm,Leg,,N,RunM,RunM,,b,2,,,single
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___RunM,Arm,Leg,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Arm,m1_Arm___ClimbM,Arm,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Arm.Eth,m1_Arm.Eth___ClimbM,Arm,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Arm.Stature,m1_Arm.Stature___ClimbM,Arm,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___ClimbM,Arm,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Arm.Leg,m1_Arm.Leg___ClimbM,Arm,Leg,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___ClimbM,Arm,Leg,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Arm,m1_Arm___RunF,Arm,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Arm.Eth,m1_Arm.Eth___RunF,Arm,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Arm.Stature,m1_Arm.Stature___RunF,Arm,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___RunF,Arm,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Arm.Leg,m1_Arm.Leg___RunF,Arm,Leg,,N,RunF,RunF,,b,1,,,single
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___RunF,Arm,Leg,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Arm,m1_Arm___ClimbF,Arm,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Arm.Eth,m1_Arm.Eth___ClimbF,Arm,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Arm.Stature,m1_Arm.Stature___ClimbF,Arm,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___ClimbF,Arm,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Arm.Leg,m1_Arm.Leg___ClimbF,Arm,Leg,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___ClimbF,Arm,Leg,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Arm,m1_Arm___RunM.RunF,Arm,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Arm.Eth,m1_Arm.Eth___RunM.RunF,Arm,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Arm.Stature,m1_Arm.Stature___RunM.RunF,Arm,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___RunM.RunF,Arm,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Arm.Leg,m1_Arm.Leg___RunM.RunF,Arm,Leg,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___RunM.RunF,Arm,Leg,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Arm,m1_Arm___ClimbM.ClimbF,Arm,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Arm.Eth,m1_Arm.Eth___ClimbM.ClimbF,Arm,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Arm.Stature,m1_Arm.Stature___ClimbM.ClimbF,Arm,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___ClimbM.ClimbF,Arm,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Arm.Leg,m1_Arm.Leg___ClimbM.ClimbF,Arm,Leg,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___ClimbM.ClimbF,Arm,Leg,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Arm,m1_Arm___ClimbM.RunM,Arm,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Arm.Eth,m1_Arm.Eth___ClimbM.RunM,Arm,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Arm.Stature,m1_Arm.Stature___ClimbM.RunM,Arm,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___ClimbM.RunM,Arm,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Arm.Leg,m1_Arm.Leg___ClimbM.RunM,Arm,Leg,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___ClimbM.RunM,Arm,Leg,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Arm,m1_Arm___ClimbF.RunF,Arm,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Arm.Eth,m1_Arm.Eth___ClimbF.RunF,Arm,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Arm.Stature,m1_Arm.Stature___ClimbF.RunF,Arm,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Arm.Stature.Eth,m1_Arm.Stature.Eth___ClimbF.RunF,Arm,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Arm.Leg,m1_Arm.Leg___ClimbF.RunF,Arm,Leg,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Arm.Leg.Eth,m1_Arm.Leg.Eth___ClimbF.RunF,Arm,Leg,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Humerus,m1_Humerus___RunM,Humerus,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Humerus.Eth,m1_Humerus.Eth___RunM,Humerus,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Humerus.Stature,m1_Humerus.Stature___RunM,Humerus,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___RunM,Humerus,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Humerus.Femur,m1_Humerus.Femur___RunM,Humerus,Femur,,N,RunM,RunM,,b,2,,,single
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___RunM,Humerus,Femur,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Humerus,m1_Humerus___ClimbM,Humerus,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Humerus.Eth,m1_Humerus.Eth___ClimbM,Humerus,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Humerus.Stature,m1_Humerus.Stature___ClimbM,Humerus,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___ClimbM,Humerus,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Humerus.Femur,m1_Humerus.Femur___ClimbM,Humerus,Femur,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___ClimbM,Humerus,Femur,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Humerus,m1_Humerus___RunF,Humerus,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Humerus.Eth,m1_Humerus.Eth___RunF,Humerus,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Humerus.Stature,m1_Humerus.Stature___RunF,Humerus,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___RunF,Humerus,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Humerus.Femur,m1_Humerus.Femur___RunF,Humerus,Femur,,N,RunF,RunF,,b,1,,,single
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___RunF,Humerus,Femur,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Humerus,m1_Humerus___ClimbF,Humerus,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Humerus.Eth,m1_Humerus.Eth___ClimbF,Humerus,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Humerus.Stature,m1_Humerus.Stature___ClimbF,Humerus,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___ClimbF,Humerus,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Humerus.Femur,m1_Humerus.Femur___ClimbF,Humerus,Femur,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___ClimbF,Humerus,Femur,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Humerus,m1_Humerus___RunM.RunF,Humerus,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Humerus.Eth,m1_Humerus.Eth___RunM.RunF,Humerus,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Humerus.Stature,m1_Humerus.Stature___RunM.RunF,Humerus,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___RunM.RunF,Humerus,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Humerus.Femur,m1_Humerus.Femur___RunM.RunF,Humerus,Femur,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___RunM.RunF,Humerus,Femur,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Humerus,m1_Humerus___ClimbM.ClimbF,Humerus,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Humerus.Eth,m1_Humerus.Eth___ClimbM.ClimbF,Humerus,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Humerus.Stature,m1_Humerus.Stature___ClimbM.ClimbF,Humerus,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___ClimbM.ClimbF,Humerus,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Humerus.Femur,m1_Humerus.Femur___ClimbM.ClimbF,Humerus,Femur,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___ClimbM.ClimbF,Humerus,Femur,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Humerus,m1_Humerus___ClimbM.RunM,Humerus,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Humerus.Eth,m1_Humerus.Eth___ClimbM.RunM,Humerus,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Humerus.Stature,m1_Humerus.Stature___ClimbM.RunM,Humerus,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___ClimbM.RunM,Humerus,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Humerus.Femur,m1_Humerus.Femur___ClimbM.RunM,Humerus,Femur,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___ClimbM.RunM,Humerus,Femur,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Humerus,m1_Humerus___ClimbF.RunF,Humerus,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Humerus.Eth,m1_Humerus.Eth___ClimbF.RunF,Humerus,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Humerus.Stature,m1_Humerus.Stature___ClimbF.RunF,Humerus,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Humerus.Stature.Eth,m1_Humerus.Stature.Eth___ClimbF.RunF,Humerus,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Humerus.Femur,m1_Humerus.Femur___ClimbF.RunF,Humerus,Femur,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Humerus.Femur.Eth,m1_Humerus.Femur.Eth___ClimbF.RunF,Humerus,Femur,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmL,m1_ForearmL___RunM,ForearmL,,,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___RunM,ForearmL,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___RunM,ForearmL,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___RunM,ForearmL,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___RunM,ForearmL,Humerus,,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___RunM,ForearmL,Humerus,,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmL,m1_ForearmL___ClimbM,ForearmL,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___ClimbM,ForearmL,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___ClimbM,ForearmL,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___ClimbM,ForearmL,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___ClimbM,ForearmL,Humerus,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___ClimbM,ForearmL,Humerus,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmL,m1_ForearmL___RunF,ForearmL,,,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___RunF,ForearmL,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___RunF,ForearmL,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___RunF,ForearmL,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___RunF,ForearmL,Humerus,,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___RunF,ForearmL,Humerus,,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmL,m1_ForearmL___ClimbF,ForearmL,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___ClimbF,ForearmL,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___ClimbF,ForearmL,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___ClimbF,ForearmL,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___ClimbF,ForearmL,Humerus,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___ClimbF,ForearmL,Humerus,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmL,m1_ForearmL___RunM.RunF,ForearmL,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___RunM.RunF,ForearmL,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___RunM.RunF,ForearmL,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___RunM.RunF,ForearmL,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___RunM.RunF,ForearmL,Humerus,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___RunM.RunF,ForearmL,Humerus,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmL,m1_ForearmL___ClimbM.ClimbF,ForearmL,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___ClimbM.ClimbF,ForearmL,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___ClimbM.ClimbF,ForearmL,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___ClimbM.ClimbF,ForearmL,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___ClimbM.ClimbF,ForearmL,Humerus,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___ClimbM.ClimbF,ForearmL,Humerus,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmL,m1_ForearmL___ClimbM.RunM,ForearmL,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___ClimbM.RunM,ForearmL,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___ClimbM.RunM,ForearmL,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___ClimbM.RunM,ForearmL,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___ClimbM.RunM,ForearmL,Humerus,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___ClimbM.RunM,ForearmL,Humerus,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmL,m1_ForearmL___ClimbF.RunF,ForearmL,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmL.Eth,m1_ForearmL.Eth___ClimbF.RunF,ForearmL,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmL.Stature,m1_ForearmL.Stature___ClimbF.RunF,ForearmL,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmL.Stature.Eth,m1_ForearmL.Stature.Eth___ClimbF.RunF,ForearmL,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmL.Humerus,m1_ForearmL.Humerus___ClimbF.RunF,ForearmL,Humerus,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmL.Humerus.Eth,m1_ForearmL.Humerus.Eth___ClimbF.RunF,ForearmL,Humerus,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootLength,m1_FootLength___RunM,FootLength,,,N,RunM,RunM,,b,2,,,single
Model1,m1_FootLength.Eth,m1_FootLength.Eth___RunM,FootLength,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_FootLength.Stature,m1_FootLength.Stature___RunM,FootLength,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___RunM,FootLength,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_FootLength,m1_FootLength___ClimbM,FootLength,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootLength.Eth,m1_FootLength.Eth___ClimbM,FootLength,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootLength.Stature,m1_FootLength.Stature___ClimbM,FootLength,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___ClimbM,FootLength,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootLength,m1_FootLength___RunF,FootLength,,,N,RunF,RunF,,b,1,,,single
Model1,m1_FootLength.Eth,m1_FootLength.Eth___RunF,FootLength,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_FootLength.Stature,m1_FootLength.Stature___RunF,FootLength,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___RunF,FootLength,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_FootLength,m1_FootLength___ClimbF,FootLength,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootLength.Eth,m1_FootLength.Eth___ClimbF,FootLength,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootLength.Stature,m1_FootLength.Stature___ClimbF,FootLength,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___ClimbF,FootLength,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootLength,m1_FootLength___RunM.RunF,FootLength,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootLength.Eth,m1_FootLength.Eth___RunM.RunF,FootLength,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootLength.Stature,m1_FootLength.Stature___RunM.RunF,FootLength,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___RunM.RunF,FootLength,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootLength,m1_FootLength___ClimbM.ClimbF,FootLength,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootLength.Eth,m1_FootLength.Eth___ClimbM.ClimbF,FootLength,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootLength.Stature,m1_FootLength.Stature___ClimbM.ClimbF,FootLength,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___ClimbM.ClimbF,FootLength,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootLength,m1_FootLength___ClimbM.RunM,FootLength,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootLength.Eth,m1_FootLength.Eth___ClimbM.RunM,FootLength,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootLength.Stature,m1_FootLength.Stature___ClimbM.RunM,FootLength,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___ClimbM.RunM,FootLength,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootLength,m1_FootLength___ClimbF.RunF,FootLength,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootLength.Eth,m1_FootLength.Eth___ClimbF.RunF,FootLength,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootLength.Stature,m1_FootLength.Stature___ClimbF.RunF,FootLength,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootLength.Stature.Eth,m1_FootLength.Stature.Eth___ClimbF.RunF,FootLength,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
